SN,act_id,c17_2
9121,"Food crops: maize, rice, beans, etc.",Seasonally
9121,"Goats, sheep, pigs, etc.",Throughout the year
9121,"Other livestock such as poultry, rabbits etc.",Throughout the year
962,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
962,"Food crops: maize, rice, beans, etc.",Seasonally
962,"Goats, sheep, pigs, etc.",Throughout the year
1300,"Food crops: maize, rice, beans, etc.",Seasonally
1300,Oil seeds,Seasonally
9429,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9429,"Food crops: maize, rice, beans, etc.",Seasonally
9429,"Other livestock such as poultry, rabbits etc.",Throughout the year
9429,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
5457,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5457,"Food crops: maize, rice, beans, etc.",Seasonally
1978,"Food crops: maize, rice, beans, etc.",Seasonally
5696,"Food crops: maize, rice, beans, etc.",Seasonally
5696,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
1979,"Food crops: maize, rice, beans, etc.",Seasonally
1555,"Food crops: maize, rice, beans, etc.",Seasonally
1555,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
1555,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
5697,"Other livestock such as poultry, rabbits etc.",Throughout the year
5697,"Goats, sheep, pigs, etc.",Throughout the year
5697,"Food crops: maize, rice, beans, etc.",Seasonally
963,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
963,"Food crops: maize, rice, beans, etc.",Seasonally
963,"Other livestock such as poultry, rabbits etc.",Only sometimes
4627,Cattle,Throughout the year
4627,"Food crops: maize, rice, beans, etc.",Seasonally
1980,"Food crops: maize, rice, beans, etc.",Seasonally
1980,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
6208,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6208,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
5698,"Other livestock such as poultry, rabbits etc.",Throughout the year
5698,"Goats, sheep, pigs, etc.",Throughout the year
5698,"Food crops: maize, rice, beans, etc.",Throughout the year
5698,Cattle,Throughout the year
3595,"Food crops: maize, rice, beans, etc.",Seasonally
4106,"Food crops: maize, rice, beans, etc.",Seasonally
4106,"Goats, sheep, pigs, etc.",Throughout the year
4106,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5127,"Other livestock such as poultry, rabbits etc.",Throughout the year
5127,"Food crops: maize, rice, beans, etc.",Seasonally
3596,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3596,"Food crops: maize, rice, beans, etc.",Seasonally
6697,Cattle,Throughout the year
6697,"Goats, sheep, pigs, etc.",Throughout the year
6697,"Food crops: maize, rice, beans, etc.",Throughout the year
3083,"Food crops: maize, rice, beans, etc.",Seasonally
5699,"Other livestock such as poultry, rabbits etc.",Throughout the year
5699,Fishing or aquaculture,Throughout the year
5699,"Food crops: maize, rice, beans, etc.",Seasonally
5699,Cattle,Throughout the year
5699,"Goats, sheep, pigs, etc.",Throughout the year
5458,"Food crops: maize, rice, beans, etc.",Seasonally
5458,"Goats, sheep, pigs, etc.",Throughout the year
5459,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5459,"Food crops: maize, rice, beans, etc.",Throughout the year
3342,"Food crops: maize, rice, beans, etc.",Seasonally
9430,"Food crops: maize, rice, beans, etc.",Seasonally
6041,Fishing or aquaculture,Throughout the year
5700,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5700,"Food crops: maize, rice, beans, etc.",Throughout the year
5700,Oil seeds,Seasonally
1981,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1981,"Food crops: maize, rice, beans, etc.",Seasonally
6419,Cattle,Throughout the year
6419,"Food crops: maize, rice, beans, etc.",Seasonally
6419,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6419,"Goats, sheep, pigs, etc.",Throughout the year
8840,Fishing or aquaculture,Throughout the year
964,"Goats, sheep, pigs, etc.",Throughout the year
4107,"Food crops: maize, rice, beans, etc.",Only sometimes
4387,"Food crops: maize, rice, beans, etc.",Seasonally
4387,"Other livestock such as poultry, rabbits etc.",Throughout the year
2609,"Other livestock such as poultry, rabbits etc.",Throughout the year
2609,"Food crops: maize, rice, beans, etc.",Seasonally
5894,"Other livestock such as poultry, rabbits etc.",Throughout the year
5894,"Food crops: maize, rice, beans, etc.",Seasonally
5894,"Goats, sheep, pigs, etc.",Throughout the year
5894,Cattle,Throughout the year
1744,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1744,"Food crops: maize, rice, beans, etc.",Seasonally
9696,"Food crops: maize, rice, beans, etc.",Throughout the year
9696,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
9696,"Other livestock such as poultry, rabbits etc.",Only sometimes
1982,"Food crops: maize, rice, beans, etc.",Seasonally
1301,Other (specify),Throughout the year
1301,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4628,"Food crops: maize, rice, beans, etc.",Throughout the year
4628,"Goats, sheep, pigs, etc.",Throughout the year
4628,Cattle,Throughout the year
4628,"Other livestock such as poultry, rabbits etc.",Throughout the year
1745,"Food crops: maize, rice, beans, etc.",Seasonally
2827,Cattle,Throughout the year
2827,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
2827,"Food crops: maize, rice, beans, etc.",Seasonally
2827,Oil seeds,Seasonally
2827,"Other livestock such as poultry, rabbits etc.",Throughout the year
8382,"Food crops: maize, rice, beans, etc.",Seasonally
9122,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
9122,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
9122,"Other livestock such as poultry, rabbits etc.",Throughout the year
9122,Oil seeds,Seasonally
9122,"Food crops: maize, rice, beans, etc.",Only sometimes
5701,"Other livestock such as poultry, rabbits etc.",Throughout the year
5701,"Food crops: maize, rice, beans, etc.",Throughout the year
7045,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
7045,"Food crops: maize, rice, beans, etc.",Throughout the year
7045,"Other livestock such as poultry, rabbits etc.",Throughout the year
6568,"Other livestock such as poultry, rabbits etc.",Throughout the year
4108,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
4108,"Food crops: maize, rice, beans, etc.",Seasonally
9323,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9323,"Food crops: maize, rice, beans, etc.",Seasonally
9323,"Goats, sheep, pigs, etc.",Throughout the year
9323,"Other livestock such as poultry, rabbits etc.",Throughout the year
9323,Oil seeds,Seasonally
5460,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5460,"Food crops: maize, rice, beans, etc.",Seasonally
1302,"Food crops: maize, rice, beans, etc.",Seasonally
1302,Cattle,Throughout the year
5461,"Food crops: maize, rice, beans, etc.",Seasonally
683,"Food crops: maize, rice, beans, etc.",Seasonally
2435,Oil seeds,Seasonally
2435,"Food crops: maize, rice, beans, etc.",Seasonally
3084,"Food crops: maize, rice, beans, etc.",Seasonally
684,"Food crops: maize, rice, beans, etc.",Seasonally
2436,Beekeeping,Throughout the year
2436,"Food crops: maize, rice, beans, etc.",Seasonally
1983,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4902,"Other livestock such as poultry, rabbits etc.",Throughout the year
4902,Cattle,Throughout the year
4902,"Food crops: maize, rice, beans, etc.",Throughout the year
4902,"Goats, sheep, pigs, etc.",Throughout the year
7189,"Food crops: maize, rice, beans, etc.",Seasonally
5270,"Goats, sheep, pigs, etc.",Throughout the year
5270,"Other livestock such as poultry, rabbits etc.",Only sometimes
5270,"Food crops: maize, rice, beans, etc.",Seasonally
2828,"Other livestock such as poultry, rabbits etc.",Throughout the year
2828,Cattle,Throughout the year
2828,"Food crops: maize, rice, beans, etc.",Seasonally
2828,"Goats, sheep, pigs, etc.",Throughout the year
2829,"Goats, sheep, pigs, etc.",Throughout the year
2829,Cattle,Throughout the year
2829,"Food crops: maize, rice, beans, etc.",Seasonally
2829,Oil seeds,Seasonally
2829,"Other livestock such as poultry, rabbits etc.",Throughout the year
2222,"Goats, sheep, pigs, etc.",Throughout the year
2222,"Other livestock such as poultry, rabbits etc.",Throughout the year
2222,"Food crops: maize, rice, beans, etc.",Seasonally
5128,Oil seeds,Seasonally
5128,"Food crops: maize, rice, beans, etc.",Seasonally
5128,"Goats, sheep, pigs, etc.",Throughout the year
2830,Cattle,Throughout the year
2830,"Goats, sheep, pigs, etc.",Throughout the year
2830,"Other livestock such as poultry, rabbits etc.",Throughout the year
2830,"Food crops: maize, rice, beans, etc.",Seasonally
2830,Other (specify),Seasonally
2223,"Food crops: maize, rice, beans, etc.",Throughout the year
965,"Other livestock such as poultry, rabbits etc.",Throughout the year
965,"Goats, sheep, pigs, etc.",Throughout the year
965,"Food crops: maize, rice, beans, etc.",Seasonally
965,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
965,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6569,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6569,"Food crops: maize, rice, beans, etc.",Seasonally
240,"Food crops: maize, rice, beans, etc.",Throughout the year
7190,"Food crops: maize, rice, beans, etc.",Seasonally
8841,"Food crops: maize, rice, beans, etc.",Seasonally
4388,Cattle,Throughout the year
4388,"Food crops: maize, rice, beans, etc.",Throughout the year
4388,"Other livestock such as poultry, rabbits etc.",Throughout the year
4388,"Goats, sheep, pigs, etc.",Throughout the year
5702,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
5702,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5702,"Food crops: maize, rice, beans, etc.",Seasonally
241,Cattle,Throughout the year
241,"Other livestock such as poultry, rabbits etc.",Throughout the year
241,Oil seeds,Throughout the year
241,"Goats, sheep, pigs, etc.",Throughout the year
241,"Food crops: maize, rice, beans, etc.",Throughout the year
4389,"Other livestock such as poultry, rabbits etc.",Throughout the year
4389,"Food crops: maize, rice, beans, etc.",Seasonally
4903,Cattle,Throughout the year
4903,"Food crops: maize, rice, beans, etc.",Seasonally
4903,"Goats, sheep, pigs, etc.",Throughout the year
5271,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5271,"Food crops: maize, rice, beans, etc.",Seasonally
2224,"Food crops: maize, rice, beans, etc.",Seasonally
2224,Oil seeds,Seasonally
4629,"Food crops: maize, rice, beans, etc.",Seasonally
1557,"Food crops: maize, rice, beans, etc.",Seasonally
6420,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6420,Cattle,Throughout the year
6420,Fishing or aquaculture,Only sometimes
5129,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
5129,"Food crops: maize, rice, beans, etc.",Seasonally
4390,Cattle,Throughout the year
4390,"Food crops: maize, rice, beans, etc.",Seasonally
4390,"Other livestock such as poultry, rabbits etc.",Throughout the year
5462,"Food crops: maize, rice, beans, etc.",Seasonally
5462,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
966,"Other livestock such as poultry, rabbits etc.",Throughout the year
966,"Food crops: maize, rice, beans, etc.",Seasonally
3598,"Food crops: maize, rice, beans, etc.",Seasonally
3598,"Other livestock such as poultry, rabbits etc.",Throughout the year
9191,"Food crops: maize, rice, beans, etc.",Seasonally
7191,"Goats, sheep, pigs, etc.",Throughout the year
7191,"Other livestock such as poultry, rabbits etc.",Throughout the year
7191,Cattle,Throughout the year
7191,"Food crops: maize, rice, beans, etc.",Seasonally
5463,Oil seeds,Seasonally
5463,"Food crops: maize, rice, beans, etc.",Seasonally
5463,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5463,"Other livestock such as poultry, rabbits etc.",Throughout the year
3599,"Food crops: maize, rice, beans, etc.",Throughout the year
5130,"Food crops: maize, rice, beans, etc.",Seasonally
5130,"Other livestock such as poultry, rabbits etc.",Throughout the year
685,"Goats, sheep, pigs, etc.",Throughout the year
685,Cattle,Throughout the year
685,"Food crops: maize, rice, beans, etc.",Seasonally
2225,"Other livestock such as poultry, rabbits etc.",Throughout the year
2225,"Food crops: maize, rice, beans, etc.",Seasonally
967,"Food crops: maize, rice, beans, etc.",Seasonally
967,"Goats, sheep, pigs, etc.",Throughout the year
967,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
967,"Other livestock such as poultry, rabbits etc.",Throughout the year
3085,"Food crops: maize, rice, beans, etc.",Seasonally
3085,"Other livestock such as poultry, rabbits etc.",Only sometimes
3085,"Goats, sheep, pigs, etc.",Throughout the year
3085,Cattle,Throughout the year
3085,Oil seeds,Seasonally
242,"Food crops: maize, rice, beans, etc.",Seasonally
242,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
1303,"Food crops: maize, rice, beans, etc.",Seasonally
1303,"Goats, sheep, pigs, etc.",Throughout the year
686,"Other livestock such as poultry, rabbits etc.",Throughout the year
686,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
7975,"Food crops: maize, rice, beans, etc.",Seasonally
7975,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9324,"Food crops: maize, rice, beans, etc.",Seasonally
9324,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
9324,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9324,Oil seeds,Seasonally
9324,Cattle,Throughout the year
2610,"Food crops: maize, rice, beans, etc.",Seasonally
3600,"Food crops: maize, rice, beans, etc.",Seasonally
3600,"Goats, sheep, pigs, etc.",Seasonally
3600,"Other livestock such as poultry, rabbits etc.",Seasonally
1304,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1304,"Food crops: maize, rice, beans, etc.",Seasonally
3873,Cattle,Throughout the year
3873,"Food crops: maize, rice, beans, etc.",Seasonally
3601,"Food crops: maize, rice, beans, etc.",Throughout the year
968,"Food crops: maize, rice, beans, etc.",Seasonally
6044,Fishing or aquaculture,Throughout the year
6044,"Food crops: maize, rice, beans, etc.",Throughout the year
6044,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
56,"Food crops: maize, rice, beans, etc.",Seasonally
56,Oil seeds,Seasonally
6701,"Goats, sheep, pigs, etc.",Only sometimes
6701,"Food crops: maize, rice, beans, etc.",Seasonally
6701,"Other livestock such as poultry, rabbits etc.",Throughout the year
6701,Oil seeds,Seasonally
6702,"Food crops: maize, rice, beans, etc.",Seasonally
9431,Cattle,Throughout the year
9431,"Other livestock such as poultry, rabbits etc.",Throughout the year
9431,"Food crops: maize, rice, beans, etc.",Seasonally
12,"Food crops: maize, rice, beans, etc.",Only sometimes
12,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
8842,"Food crops: maize, rice, beans, etc.",Throughout the year
8168,"Food crops: maize, rice, beans, etc.",Seasonally
2437,"Food crops: maize, rice, beans, etc.",Seasonally
5272,"Food crops: maize, rice, beans, etc.",Seasonally
7192,"Food crops: maize, rice, beans, etc.",Seasonally
3343,"Food crops: maize, rice, beans, etc.",Seasonally
2226,"Food crops: maize, rice, beans, etc.",Seasonally
2226,"Other livestock such as poultry, rabbits etc.",Throughout the year
243,Oil seeds,Seasonally
243,"Food crops: maize, rice, beans, etc.",Seasonally
