SN,income__id,D2_2,D2_3
8372,Salaries/wages from regular job,Monthly,Into a bank account
6671,Salaries/wages from regular job,Monthly,Into a bank account
6671,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Into a bank account
9236,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
3539,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
6672,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
8792,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
905,Rely on someone else/others to give/send me money,Weekly,Cash in hand
7542,Rely on someone else/others to give/send me money,Seasonally,On your phone
7542,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
642,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
9549,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9397,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Weekly,Cash in hand
9397,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
1932,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4340,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
6536,Pension,Monthly,Into a bank account
179,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9869,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Seasonally,Cash in hand
2782,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
4834,"Other, specify",Occasionally - no particular schedule,Cash in hand
4834,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
3028,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3028,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
2406,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
3839,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4835,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4835,Rental income,Seasonally,Cash in hand
180,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
5246,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
5419,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9659,Salaries/wages from regular job,Weekly,Cash in hand
3029,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
6941,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
436,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
181,Rely on someone else/others to give/send me money,Daily,Cash in hand
7543,Salaries/wages from regular job,Monthly,Into a bank account
906,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
906,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
906,Rely on someone else/others to give/send me money,Monthly,On your phone
1713,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Weekly,Cash in hand
5103,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
8793,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
3840,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
5660,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
5660,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
1933,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Into a bank account
437,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
8794,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
9823,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
4053,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
6845,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
2407,Salaries/wages from regular job,Monthly,Into a bank account
3540,Salaries/wages from regular job,Daily,Cash in hand
7154,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
7154,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Weekly,Cash in hand
4585,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
1252,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7958,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3841,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
2585,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Into a bank account
9310,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
5420,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
7544,Rely on someone else/others to give/send me money,Monthly,On your phone
6846,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Monthly,Cash in hand
9237,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
4836,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7155,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7155,Rental income,Monthly,Cash in hand
7155,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7155,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Occasionally - no particular schedule,Cash in hand
1934,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
1934,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
1527,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8238,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
8137,Salaries/wages from regular job,Monthly,Cash in hand
4341,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
907,Social welfare money/grant from Government,Monthly,Cash in hand
907,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,On your phone
907,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
3314,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
3314,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
1528,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7156,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
8090,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
9584,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9584,Salaries/wages from regular job,Monthly,Into a bank account
3842,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9550,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
6537,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
4342,Salaries/wages from regular job,Monthly,Cash in hand
8795,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
9311,Rely on someone else/others to give/send me money,Daily,Cash in hand
644,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
5421,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3030,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
3542,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
182,Rental income,Seasonally,Cash in hand
182,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4837,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
4586,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
5104,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8796,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
9660,Rely on someone else/others to give/send me money,Monthly,On your phone
645,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9661,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
7157,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9551,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
6019,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
9399,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
9033,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
4054,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6539,Salaries/wages from regular job,Monthly,Cash in hand
4587,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7545,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
2586,Rely on someone else/others to give/send me money,Monthly,Cash in hand
8444,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
5862,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
5662,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
5863,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
3315,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
5105,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
1714,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Into a bank account
8239,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
3843,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9113,Salaries/wages from regular job,Monthly,Into a bank account
9113,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,On your phone
8138,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
8138,Rely on someone else/others to give/send me money,Weekly,Cash in hand
8138,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
3844,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8556,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4588,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7546,Salaries/wages from regular job,Monthly,Cash in hand
2783,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6183,Salaries/wages from regular job,Monthly,Cash in hand
6389,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
6389,Social welfare money/grant from Government,Monthly,Into a bank account
6389,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
1935,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
4055,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
5663,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
3543,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3316,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
2408,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
2408,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
1936,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6390,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
909,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
909,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
2587,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3031,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6391,Salaries/wages from regular job,Monthly,Into a bank account
4343,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
4343,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
6540,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4839,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
5664,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5664,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
1253,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9400,Salaries/wages from regular job,Monthly,Into a bank account
8445,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
3032,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
8240,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
3033,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
2784,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
910,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
910,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
910,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3317,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
3317,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
911,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
4344,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
9824,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9501,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
9501,Salaries/wages from regular job,Daily,Cash in hand
3545,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
9114,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
9401,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
4345,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,More than once a month but not weekly,Cash in hand
3546,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Into a bank account
8797,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
3845,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5422,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7158,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
1937,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Into a bank account
8557,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
3846,Salaries/wages from regular job,Monthly,Into a bank account
647,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
2191,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9663,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
9663,Rely on someone else/others to give/send me money,Monthly,Cash in hand
5423,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8447,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
4056,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
4840,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5864,Rely on someone else/others to give/send me money,Seasonally,Cash in hand
7547,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
648,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
648,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
9238,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9238,Rental income,Monthly,Cash in hand
3034,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3034,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
8305,Rely on someone else/others to give/send me money,Monthly,Cash in hand
8305,Rental income,Monthly,Cash in hand
912,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
912,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
438,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5247,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
913,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
9402,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4590,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Monthly,Cash in hand
4590,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
6673,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
3548,Piece work/Casual labor/Occasional jobs,More than once a month but not weekly,Cash in hand
3035,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3035,Social welfare money/grant from Government,Monthly,Cash in hand
2785,Piece work/Casual labor/Occasional jobs,Monthly,Cash in hand
3549,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
4841,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
9664,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
5248,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
1938,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Into a bank account
439,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
8660,Rely on someone else/others to give/send me money,Daily,On your phone
440,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
9403,Piece work/Casual labor/Occasional jobs,Annually,Cash in hand
9403,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
8241,Salaries/wages from regular job,Monthly,Into a bank account
7897,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3036,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
914,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
183,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
4057,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
915,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7332,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7332,Salaries/wages from regular job,Occasionally - no particular schedule,Cash in hand
9115,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
8306,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
6392,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
9503,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Daily,Cash in hand
6542,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
7333,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Occasionally - no particular schedule,Cash in hand
9312,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
9665,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
7898,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
5865,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5865,Piece work/Casual labor/Occasional jobs,Seasonally,Cash in hand
2409,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
9553,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
2192,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
184,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3037,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
916,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8242,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
185,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
917,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
4346,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7899,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Into a bank account
7899,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Monthly,Cash in hand
8448,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
8798,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
8798,Salaries/wages from regular job,Seasonally,Cash in hand
6184,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
6184,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
9585,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
9585,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
5424,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
5424,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
4058,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
5249,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
6020,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
5106,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Annually,Cash in hand
6942,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
9666,Rely on someone else/others to give/send me money,Monthly,Cash in hand
4842,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
8799,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Daily,Cash in hand
6674,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
186,Social welfare money/grant from Government,Annually,Cash in hand
9667,Salaries/wages from regular job,Monthly,Into a bank account
1529,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
8139,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
2786,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
2786,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
6393,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4347,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7900,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
7900,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
918,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
918,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
918,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
7159,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7159,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Occasionally - no particular schedule,Cash in hand
651,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
3551,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
4059,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9668,Salaries/wages from regular job,Monthly,Cash in hand
8140,Pension,Monthly,Into a bank account
8373,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
8373,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9404,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
5250,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
6021,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
9825,"Make own Money from providing a service – i.e. such as transport, hairdressing, processing, hospitality services",Weekly,Cash in hand
7028,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
4843,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
9035,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,On your phone
8141,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
8142,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
1939,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Into a bank account
6185,Salaries/wages from regular job,Monthly,Into a bank account
3847,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
8558,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
8800,Piece work/Casual labor/Occasional jobs,Occasionally - no particular schedule,Cash in hand
7550,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
7160,Piece work/Casual labor/Occasional jobs,Weekly,Cash in hand
7160,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6543,Piece work/Casual labor/Occasional jobs,Daily,Cash in hand
3848,Piece work/Casual labor/Occasional jobs,More than once a month but not weekly,Cash in hand
7029,Salaries/wages from regular job,Daily,Cash in hand
4844,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Occasionally - no particular schedule,Cash in hand
9669,Salaries/wages from regular job,Daily,Cash in hand
9239,Rely on someone else/others to give/send me money,Weekly,On your phone
7161,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Weekly,Cash in hand
5866,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
3038,Make own Money from trading/selling :Anything you produce/grow/raise/make/collect with the intention of selling,Seasonally,Cash in hand
6544,Rely on someone else/others to give/send me money,Occasionally - no particular schedule,Cash in hand
